,Date,Open,High,Low,Close,Adj Close,Volume,Weekday,Month,WeekN,Gap,InDayChange,InDayHighLow,min25,max25,min100,max100,min250,max250,delta2,delta3,delta4,delta5,nextDayChangeRatio,Target
250,2016-07-19,13.235,13.4325,13.21,13.38,13.165876,38265200,1,7,29,-0.05663583160279618,1.0837070254110712,1.6629297458893748,15.47085201793722,-0.3736920777279575,41.405082212257106,-0.3736920777279575,63.920029895366234,-0.3736920777279575,1.5321375186846042,0.3736920777279575,1.3826606875934266,1.3452914798206388,1.2910365178900696,0
251,2016-07-20,13.425,13.6275,13.37,13.555,13.338074,29646000,2,7,29,0.3363228699551564,0.9590556990040503,1.8996680191811162,16.56215418664699,-1.2910365178900696,42.16156399852453,-1.2910365178900696,64.38583548506085,-1.2910365178900696,2.3054223533751386,2.803393581704161,1.659904094430097,2.655846551088155,-1.8789928598271326,0
252,2016-07-21,13.525,13.5675,13.26,13.305,13.092072,36130800,3,7,29,-0.22132054592400857,-1.6535137166478815,2.3111612175873804,14.994363021420513,1.8789928598271326,41.07478391582112,1.8789928598271326,63.71664787673806,1.8789928598271326,-0.5636978579481479,0.46974821495678315,0.9770762871101015,-0.18789928598271594,2.6522773001646294,1
253,2016-07-22,13.3525,13.6675,13.255,13.6675,13.448773,31576800,4,7,29,0.35700864336715094,2.304737516005131,3.018108651911466,17.24894823486373,-0.8231205414304058,42.052313883299796,-0.8231205414304058,64.67898298884214,-0.8231205414304058,0.8231205414304058,2.1035302725443543,3.109566489848185,3.603438814706418,1.8139367816091918,0
254,2016-07-25,13.75,13.9525,13.69,13.92,13.697236,31252800,0,7,30,0.6036217303822906,1.2212643678160915,1.885775862068973,18.749999999999996,-1.8139367816091918,43.10344827586207,-1.8139367816091918,64.5653735632184,-1.8139367816091918,4.418103448275864,2.6221264367816106,3.87931034482758,4.867097701149428,1.6775560656895687,0
255,2016-07-26,14.0425,14.23,14.0225,14.1575,13.930933,51450800,1,7,30,0.8800287356321875,0.8122903054917903,1.465654246865616,20.11301430337277,-1.6775560656895687,44.05791983047855,-1.6775560656895687,64.77132262051917,-1.6775560656895687,3.4610630407911014,6.02154335158044,4.2556948613809,5.491788804520571,-1.0167677488405285,0
256,2016-07-27,14.28,14.305,13.93,14.015,13.790711,44667600,2,7,30,0.865265760197766,-1.8908312522297452,2.6757046022119155,19.300749197288617,1.0167677488405285,43.48911880128434,1.0167677488405285,64.41312879058152,1.0167677488405285,0.6778451658936899,2.479486264716376,5.066000713521233,3.282197645379956,0.21359914560341303,0
257,2016-07-28,14.0475,14.15,14.0025,14.045,13.820234,22191600,3,7,30,0.23189439885835791,-0.017799928800281258,1.0501957992168092,19.473122107511568,0.800996796012821,43.60982556069776,0.800996796012821,64.48914204343184,0.800996796012821,-0.800996796012821,0.8899964400142399,2.6877892488430013,5.268778924884303,1.6112084063047314,0
258,2016-07-29,14.0975,14.3125,13.845,14.275,14.04655,40958800,4,7,30,0.3737985048059823,1.2434325744308246,3.2749562171628672,20.770577933450088,-0.8231173380035006,44.518388791593694,-0.8231173380035006,64.48336252189142,-0.8231173380035006,1.8213660245183874,0.8231173380035006,2.486865148861649,4.255691768826619,-0.6522122333862235,0
259,2016-08-01,14.335,14.3875,14.09,14.1825,13.955533,30112000,0,8,31,0.420315236427324,-1.0752688172043126,2.0976555614313375,20.253833950290844,0.6522122333862235,44.156530936012686,0.6522122333862235,64.25171866737176,0.6522122333862235,0.9695046712497747,1.181032963158813,0.17627357659085902,1.85087255420412,-1.2312633832976405,0
260,2016-08-02,14.25,14.2575,13.875,14.01,13.785792,28274800,1,8,31,0.4759386567953519,-1.713062098501072,2.7301927194860838,19.27194860813704,1.8915060670949362,43.46895074946467,1.8915060670949362,63.811563169164884,1.8915060670949362,-1.8915060670949362,-0.24982155603140715,-0.03568879371877789,-1.052819414703789,0.2669514148424961,0
261,2016-08-03,13.9925,14.075,13.915,14.0475,13.822688,29982800,2,8,31,-0.12491077801570358,0.39152874176899605,1.1389927033279952,18.31286705819541,1.6195052500444986,42.80121017974728,1.6195052500444986,63.908168713294174,1.6195052500444986,-0.9610250934329937,-1.6195052500444986,0.017796760989496372,0.23135789286349076,1.817228726192555,0
262,2016-08-04,14.115,14.3725,14.0875,14.3075,14.07853,27271200,3,8,31,0.4805125467165032,1.3454481915079435,1.9919622575572264,18.486807618381963,-0.2271535907740616,43.840643019395415,-0.2271535907740616,64.56403983924514,-0.2271535907740616,2.0793290232395556,0.8736676568233445,0.2271535907740616,1.8347020793290183,1.6666666666666767,0
263,2016-08-05,14.4725,14.5575,14.4025,14.55,14.317152,37158800,4,8,31,1.1532413070068213,0.5326460481099695,1.0652920962199268,19.828178694158087,-1.6666666666666767,44.776632302405496,-1.6666666666666767,65.15463917525773,-1.6666666666666767,3.453608247422689,3.7113402061855734,2.525773195876299,1.8900343642611708,0.9193054136874347,0
264,2016-08-08,14.75,14.785,14.53,14.685,14.449989,30506400,0,8,32,1.3745704467353903,-0.44262853251616957,1.736465781409607,20.565202587674506,-0.9193054136874347,44.12665985699694,-0.9193054136874347,65.4749744637385,-0.9193054136874347,2.5706503234593208,4.341164453524011,4.596527068437186,3.4218590398365767,0.25471217524197415,0
265,2016-08-09,14.7575,14.865,14.685,14.7225,14.486891,37234400,1,8,32,0.49370105549880683,-0.2377313635591791,1.2226184411614855,19.595856681949396,-0.25471217524197415,44.268976057055525,-0.25471217524197415,65.56291390728477,-0.25471217524197415,1.1716760061130884,2.818814739344547,4.584819154355583,4.839531329597556,-0.6494616304905189,0
266,2016-08-10,14.8525,14.875,14.58,14.6275,14.393409,37574000,2,8,32,0.883002207505512,-1.5381985985301634,2.0167492736284394,18.560929755597336,0.6494616304905189,42.21500598188343,0.6494616304905189,65.3392582464536,0.6494616304905189,-0.3930951974021603,0.5298239617159377,2.187660229020682,3.9651341650999834,1.9932998324958204,0
267,2016-08-11,14.705,14.9875,14.675,14.925,14.686149,68106400,3,8,32,0.5298239617159498,1.4740368509212773,2.0938023450586263,18.107202680067005,-1.3567839195979936,43.299832495812396,-1.3567839195979936,66.03015075376884,-1.3567839195979936,1.3567839195979936,1.6080402010050265,2.5125628140703515,4.137353433835855,5.298223350253802,1
